city,date,traffic_volume,aqi,noise_pollution,temperature,humidity,pop_density,public_transport_usage,is_weekend,is_monsoon,is_winter,day_of_week,month,quarter,aqi_7d_avg,aqi_lag1,traffic_volume_7d_avg,traffic_volume_lag1,heat_humidity_index,pollution_traffic_load,transport_efficiency,log_pop_density,stress_index
Ahmedabad,2022-01-15,49.55,171.8,58.5,20.9,47.9,5300.0,22.61,1,0,1,5,1,1,187.19285714285715,187.9,64.94857142857143,74.91,16.54,0.1703,0.4563,8.5757,24.29
Ahmedabad,2022-01-16,40.89,149.6,55.7,17.5,50.2,5300.0,20.15,1,0,1,6,1,1,183.32857142857142,171.8,64.21714285714286,49.55,14.01,0.1223,0.4928,8.5757,7.28
Ahmedabad,2022-01-17,71.15,184.6,64.2,21.3,63.6,5300.0,30.83,0,0,1,0,1,1,180.8142857142857,149.6,63.66857142857143,40.89,18.2,0.2627,0.4333,8.5757,39.14
Ahmedabad,2022-01-18,69.49,188.8,68.5,23.7,58.8,5300.0,28.88,0,0,1,1,1,1,179.72857142857146,184.6,63.64714285714286,71.15,19.79,0.2624,0.4156,8.5757,45.85
Ahmedabad,2022-01-19,68.6,191.4,66.1,24.6,57.9,5300.0,29.72,0,0,1,2,1,1,179.84285714285713,188.8,63.287142857142854,69.49,20.46,0.2626,0.4332,8.5757,40.77
Ahmedabad,2022-01-20,59.96,190.6,58.3,20.7,40.3,5300.0,30.42,0,0,1,3,1,1,180.67142857142858,191.4,62.07857142857143,68.6,15.76,0.2286,0.5073,8.5757,28.63
Ahmedabad,2022-01-21,66.12,196.1,65.3,22.0,53.4,5300.0,31.38,0,0,1,4,1,1,181.84285714285716,190.6,60.82285714285714,59.96,17.9,0.2593,0.4746,8.5757,40.27
Ahmedabad,2022-01-22,54.85,174.3,58.5,21.9,52.2,5300.0,16.9,1,0,1,5,1,1,182.2,196.1,61.58,66.12,17.71,0.1912,0.3081,8.5757,26.51
Ahmedabad,2022-01-23,42.53,167.0,61.4,21.6,63.9,5300.0,13.96,1,0,1,6,1,1,184.68571428571428,174.3,61.81428571428571,54.85,18.48,0.1421,0.3282,8.5757,22.28
Ahmedabad,2022-01-24,74.58,196.3,63.1,21.6,64.9,5300.0,28.57,0,0,1,0,1,1,186.35714285714286,167.0,62.30428571428571,42.53,18.57,0.2928,0.3831,8.5757,40.64
Ahmedabad,2022-01-25,62.06,163.4,60.3,17.6,68.0,5300.0,31.8,0,0,1,1,1,1,182.72857142857143,196.3,61.24285714285714,74.58,15.35,0.2028,0.5124,8.5757,24.32
Ahmedabad,2022-01-26,59.99,189.8,57.5,23.3,58.7,5300.0,31.76,0,0,1,2,1,1,182.5,163.4,60.01285714285715,62.06,19.45,0.2277,0.5294,8.5757,33.04
Ahmedabad,2022-01-27,63.41,196.8,60.2,24.7,50.1,5300.0,36.61,0,0,1,3,1,1,183.3857142857143,189.8,60.505714285714284,59.99,19.77,0.2496,0.5774,8.5757,39.14
Ahmedabad,2022-01-28,72.23,200.8,67.8,21.6,61.8,5300.0,31.47,0,0,1,4,1,1,184.05714285714288,196.8,61.378571428571426,63.41,18.3,0.2901,0.4357,8.5757,44.26
Ahmedabad,2022-01-29,45.34,149.4,57.5,19.6,63.2,5300.0,16.73,1,0,1,5,1,1,180.50000000000003,200.8,60.019999999999996,72.23,16.71,0.1355,0.369,8.5757,13.59
Ahmedabad,2022-01-30,51.24,150.0,56.3,23.1,43.4,5300.0,14.58,1,0,1,6,1,1,178.0714285714286,149.4,61.26428571428571,45.34,17.87,0.1537,0.2845,8.5757,22.31
Ahmedabad,2022-01-31,72.38,179.7,68.2,27.0,61.8,5300.0,29.57,0,0,1,0,1,1,175.7,150.0,60.949999999999996,51.24,22.87,0.2601,0.4085,8.5757,45.6
Ahmedabad,2022-02-01,78.06,197.7,64.15,24.1,40.3,5300.0,32.79,0,0,1,1,2,1,180.6,179.7,63.23571428571428,72.38,18.34,0.3086,0.4201,8.5757,46.74
Ahmedabad,2022-02-02,70.2,205.7,60.1,23.6,40.2,5300.0,30.74,0,0,1,2,2,1,182.8714285714286,197.7,64.69428571428571,78.06,17.95,0.2888,0.4379,8.5757,42.59
Ahmedabad,2022-02-03,54.88,182.4,67.8,20.9,67.3,5300.0,26.28,0,0,1,3,2,1,180.8142857142857,205.7,63.47571428571429,70.2,18.17,0.2002,0.4789,8.5757,29.81
Ahmedabad,2022-02-04,79.18,203.7,56.4,18.8,51.8,5300.0,30.37,0,0,1,4,2,1,181.22857142857143,182.4,64.46857142857144,54.88,15.18,0.3226,0.3836,8.5757,37.19
Ahmedabad,2022-02-05,40.75,162.7,58.5,22.9,65.5,5300.0,23.700000000000003,1,0,1,5,2,1,183.1285714285714,203.7,63.81285714285715,79.18,19.74,0.1326,0.5816,8.5757,17.15
Ahmedabad,2022-02-06,45.45,158.6,58.1,24.1,57.6,5300.0,17.03,1,0,1,6,2,1,184.35714285714283,162.7,62.98571428571429,40.75,20.01,0.1442,0.3747,8.5757,25.46
Ahmedabad,2022-02-07,67.19,185.6,61.3,26.6,63.4,5300.0,28.31,0,0,1,0,2,1,185.20000000000002,158.6,62.24428571428571,45.45,22.71,0.2494,0.4213,8.5757,42.21
Ahmedabad,2022-02-08,79.66,201.1,64.5,23.5,49.6,5300.0,27.96,0,0,1,1,2,1,185.68571428571428,185.6,62.472857142857144,67.19,18.76,0.3204,0.351,8.5757,50.12
Ahmedabad,2022-02-09,75.83,194.3,62.0,19.3,42.8,5300.0,24.79,0,0,1,2,2,1,184.05714285714285,201.1,63.277142857142856,79.66,14.88,0.2947,0.3269,8.5757,39.97
Ahmedabad,2022-02-10,63.96,225.9,62.3,20.9,57.1,5300.0,31.08,0,0,1,3,2,1,190.27142857142857,194.3,64.57428571428571,75.83,17.31,0.289,0.4859,8.5757,39.67
Ahmedabad,2022-02-11,72.75,175.2,73.8,23.7,57.6,5300.0,33.25,0,0,1,4,2,1,186.20000000000002,225.9,63.65571428571429,63.96,19.68,0.2549,0.457,8.5757,48.35
Ahmedabad,2022-02-12,50.29,169.0,57.0,23.7,69.6,5300.0,16.95,1,0,1,5,2,1,187.1,175.2,65.01857142857143,72.75,20.82,0.17,0.337,8.5757,25.74
Ahmedabad,2022-02-13,48.9,152.1,59.1,25.0,40.9,5300.0,15.31,1,0,1,6,2,1,186.17142857142858,169.0,65.51142857142858,50.29,19.09,0.1488,0.3131,8.5757,25.01
Ahmedabad,2022-02-14,71.56,174.9,54.9,21.3,58.3,5300.0,28.83,0,0,1,0,2,1,184.64285714285714,152.1,66.13571428571429,48.9,17.75,0.2503,0.4029,8.5757,30.34
Ahmedabad,2022-02-15,67.83,188.8,59.7,26.7,49.3,5300.0,28.86,0,0,1,1,2,1,182.8857142857143,174.9,64.44571428571429,71.56,21.29,0.2561,0.4255,8.5757,44.05
Ahmedabad,2022-02-16,64.1,191.2,65.1,24.3,67.1,5300.0,27.2,0,0,1,2,2,1,182.44285714285715,188.8,62.769999999999996,67.83,21.1,0.2451,0.4243,8.5757,41.7
Ahmedabad,2022-02-17,67.98,236.3,65.15,21.2,45.5,5300.0,26.85,0,0,1,3,2,1,183.92857142857142,191.2,63.34428571428572,64.1,16.58,0.3213,0.395,8.5757,41.77
Ahmedabad,2022-02-18,80.16,186.0,65.2,22.5,50.1,5300.0,33.62,0,0,1,4,2,1,185.47142857142856,236.3,64.40285714285713,67.98,18.01,0.2982,0.4194,8.5757,44.87
Ahmedabad,2022-02-19,51.29,142.3,53.8,20.2,51.7,5300.0,12.51,1,0,1,5,2,1,181.65714285714284,186.0,64.54571428571428,80.16,16.3,0.146,0.2439,8.5757,17.51
Ahmedabad,2022-02-20,39.99,165.1,52.8,25.0,69.1,5300.0,16.82,1,0,1,6,2,1,183.51428571428573,142.3,63.27285714285714,51.29,21.91,0.132,0.4206,8.5757,20.96
Ahmedabad,2022-02-21,74.93,155.4,60.1,26.1,45.6,5300.0,30.57,0,0,1,0,2,1,180.72857142857143,165.1,63.75428571428572,39.99,20.42,0.2329,0.408,8.5757,38.21
Ahmedabad,2022-02-22,65.89,187.5,69.1,17.7,67.6,5300.0,33.13,0,0,1,1,2,1,180.54285714285714,155.4,63.47714285714285,74.93,15.41,0.2471,0.5028,8.5757,35.64
Ahmedabad,2022-02-23,72.84,189.3,64.3,27.7,40.3,5300.0,28.53,0,0,1,2,2,1,180.27142857142857,187.5,64.72571428571429,65.89,21.09,0.2758,0.3917,8.5757,47.87
Ahmedabad,2022-02-24,81.75,201.9,59.4,23.0,58.8,5300.0,28.51,0,0,1,3,2,1,175.35714285714286,189.3,66.69285714285715,72.84,19.21,0.3301,0.3487,8.5757,44.33
Ahmedabad,2022-02-25,71.49,204.8,66.1,23.8,50.8,5300.0,28.65,0,0,1,4,2,1,178.04285714285714,201.9,65.45428571428572,81.75,19.12,0.2928,0.4008,8.5757,48.19
Ahmedabad,2022-02-26,53.32,152.5,60.0,23.6,59.9,5300.0,19.34,1,0,1,5,2,1,179.5,204.8,65.74428571428572,71.49,19.81,0.1626,0.3627,8.5757,24.97
Ahmedabad,2022-02-27,40.15,158.2,55.2,25.9,59.5,5300.0,14.06,1,0,1,6,2,1,178.5142857142857,152.5,65.76714285714286,53.32,21.7,0.127,0.3502,8.5757,22.17
Ahmedabad,2022-02-28,70.79,176.6,66.8,21.5,64.2,5300.0,27.35,0,0,1,0,2,1,181.54285714285717,158.2,65.17571428571429,40.15,18.42,0.25,0.3864,8.5757,37.28
Ahmedabad,2022-03-01,68.16,116.7,67.0,25.5,40.1,5300.0,27.67,0,0,0,1,3,1,171.42857142857142,176.6,65.5,70.79,19.39,0.1591,0.406,8.5757,34.2
Ahmedabad,2022-03-02,66.95,115.55000000000001,66.4,26.8,42.4,5300.0,26.91,0,0,0,2,3,1,160.89285714285714,116.7,64.65857142857143,68.16,20.63,0.1547,0.4019,8.5757,36.34
Ahmedabad,2022-03-03,81.4,114.4,60.3,28.7,50.8,5300.0,27.06,0,0,0,3,3,1,148.39285714285714,115.55000000000001,64.60857142857142,66.95,23.05,0.1862,0.3324,8.5757,42.74
Ahmedabad,2022-03-04,71.77,128.3,58.3,29.4,58.8,5300.0,30.69,0,0,0,4,3,1,137.46428571428572,114.4,64.64857142857143,81.4,24.55,0.1842,0.4276,8.5757,37.94
Ahmedabad,2022-03-05,52.15,98.6,52.8,28.4,35.6,5300.0,18.08,1,0,0,5,3,1,129.7642857142857,128.3,64.48142857142857,71.77,21.08,0.1028,0.3467,8.5757,21.33
Ahmedabad,2022-03-06,39.136,123.7,54.1,25.7,60.1,5300.0,16.93,1,0,0,6,3,1,124.83571428571429,98.6,64.33657142857143,52.15,21.6,0.0968,0.4326,8.5757,13.47
Ahmedabad,2022-03-07,73.75,164.2,61.5,27.5,37.7,5300.0,30.26,0,0,0,0,3,1,123.06428571428572,123.7,64.75942857142857,39.136,20.65,0.2422,0.4103,8.5757,45.22
Ahmedabad,2022-03-08,74.21,113.9,61.9,26.2,41.4,5300.0,26.61,0,0,0,1,3,1,122.66428571428571,164.2,65.62371428571429,73.75,20.06,0.1691,0.3586,8.5757,36.19
Ahmedabad,2022-03-09,65.13,105.0,62.8,24.9,64.5,5300.0,24.23,0,0,0,2,3,1,121.15714285714286,113.9,65.36371428571428,74.21,21.36,0.1368,0.372,8.5757,29.92
Ahmedabad,2022-03-10,54.34,133.0,69.9,26.5,42.3,5300.0,26.95,0,0,0,3,3,1,123.81428571428572,105.0,61.498,65.13,20.38,0.1445,0.496,8.5757,33.42
Ahmedabad,2022-03-11,73.23,135.3,61.6,32.8,33.1,5300.0,32.24,0,0,0,4,3,1,124.81428571428572,133.0,61.70657142857143,54.34,24.02,0.1982,0.4403,8.5757,45.87
Ahmedabad,2022-03-12,49.05,118.3,56.5,24.3,56.1,5300.0,20.21,1,0,0,5,3,1,127.62857142857142,135.3,61.263714285714286,73.23,20.03,0.1161,0.412,8.5757,16.3
Ahmedabad,2022-03-13,48.14,107.5,52.8,24.6,57.3,5300.0,17.92,1,0,0,6,3,1,125.31428571428572,118.3,62.550000000000004,49.05,20.4,0.1035,0.3722,8.5757,12.79
Ahmedabad,2022-03-14,82.34,131.7,71.9,26.0,44.5,5300.0,31.84,0,0,0,0,3,1,120.67142857142858,107.5,63.777142857142856,48.14,20.23,0.2169,0.3867,8.5757,47.0
Ahmedabad,2022-03-15,65.93,141.0,57.7,28.6,62.1,5300.0,31.83,0,0,0,1,3,1,124.54285714285713,131.7,62.59428571428572,82.34,24.26,0.1859,0.4828,8.5757,35.06
Ahmedabad,2022-03-16,63.34,151.9,60.2,22.2,49.8,5300.0,30.0,0,0,0,2,3,1,131.24285714285716,141.0,62.33857142857143,65.93,17.74,0.1924,0.4736,8.5757,27.46
Ahmedabad,2022-03-17,61.65,103.3,65.8,28.1,64.7,5300.0,33.47,0,0,0,3,3,1,127.0,151.9,63.38285714285714,63.34,24.13,0.1274,0.5429,8.5757,30.52
Ahmedabad,2022-03-18,74.52,129.0,65.025,24.8,63.4,5300.0,31.16,0,0,0,4,3,1,126.1,103.3,63.56714285714286,61.65,21.17,0.1923,0.4181,8.5757,37.28
Ahmedabad,2022-03-19,51.57,118.2,64.25,27.9,64.4,5300.0,23.08,1,0,0,5,3,1,126.08571428571429,129.0,63.92714285714287,74.52,23.93,0.1219,0.4475,8.5757,30.22
Ahmedabad,2022-03-20,41.23,99.9,63.475,26.9,60.9,5300.0,14.25,1,0,0,6,3,1,125.0,118.2,62.94,51.57,22.69,0.0824,0.3456,8.5757,20.59
Ahmedabad,2022-03-21,75.64,112.30000000000001,62.7,25.4,31.4,5300.0,28.44,0,0,0,0,3,1,122.22857142857141,99.9,61.98285714285714,41.23,18.43,0.1699,0.376,8.5757,33.22
Ahmedabad,2022-03-22,70.53,124.7,67.2,22.9,53.6,5300.0,28.92,0,0,0,1,3,1,119.89999999999999,112.30000000000001,62.64,75.64,18.65,0.1759,0.41,8.5757,34.27
Ahmedabad,2022-03-23,68.24,134.3,67.6,28.7,62.0,5300.0,28.98,0,0,0,2,3,1,117.38571428571429,124.7,63.339999999999996,70.53,24.34,0.1833,0.4247,8.5757,41.11
Ahmedabad,2022-03-24,63.09,144.0,60.4,19.4,62.3,5300.0,28.62,0,0,0,3,3,1,123.20000000000002,134.3,63.54571428571428,68.24,16.47,0.1817,0.4536,8.5757,23.65
Ahmedabad,2022-03-25,51.113,125.4,66.9,25.9,64.1,5300.0,31.73,0,0,0,4,3,1,122.6857142857143,144.0,60.201857142857136,63.09,22.18,0.1282,0.6208,8.5757,26.55
Ahmedabad,2022-03-26,39.136,84.8,55.8,25.4,56.7,5300.0,18.29,1,0,0,5,3,1,117.91428571428571,125.4,58.42557142857142,51.113,21.0,0.0664,0.4673,8.5757,10.66
Ahmedabad,2022-03-27,45.48,107.8,59.7,24.5,57.2,5300.0,14.29,1,0,0,6,3,1,119.04285714285713,84.8,59.03271428571429,39.136,20.31,0.0981,0.3142,8.5757,16.49
Ahmedabad,2022-03-28,71.54,151.7,63.6,27.1,42.3,5300.0,29.02,0,0,0,0,3,1,124.67142857142858,107.8,58.447,45.48,20.85,0.2171,0.4056,8.5757,41.55
Ahmedabad,2022-03-29,69.03,129.5,61.5,28.6,35.8,5300.0,32.13,0,0,0,1,3,1,125.35714285714286,151.7,58.23271428571429,71.54,21.26,0.1788,0.4654,8.5757,37.19
Ahmedabad,2022-03-30,70.74,121.3,61.3,26.2,39.1,5300.0,29.79,0,0,0,2,3,1,123.5,129.5,58.58985714285715,69.03,19.82,0.1716,0.4211,8.5757,33.51
Ahmedabad,2022-03-31,70.1,150.0,66.9,24.4,59.1,5300.0,25.53,0,0,0,3,3,1,124.35714285714286,121.3,59.59128571428572,70.74,20.41,0.2103,0.3642,8.5757,38.62
Ahmedabad,2022-04-01,72.84,129.6,56.9,33.2,48.9,5300.0,44.1,0,0,0,4,4,2,124.95714285714284,150.0,62.695142857142855,70.1,26.41,0.1888,0.6054,8.5757,38.42
Ahmedabad,2022-04-02,49.22,106.5,52.8,27.7,49.0,5300.0,25.69,1,0,0,5,4,2,128.05714285714285,129.6,64.13571428571429,72.84,22.05,0.1048,0.5219,8.5757,16.53
Ahmedabad,2022-04-03,39.136,117.2,59.4,29.8,59.6,5300.0,22.36,1,0,0,6,4,2,129.4,106.5,63.22942857142858,49.22,24.98,0.0917,0.5713,8.5757,21.65
Ahmedabad,2022-04-04,68.22,147.5,62.7,32.9,42.7,5300.0,42.02,0,0,0,0,4,2,128.8,117.2,62.75514285714286,39.136,25.36,0.2012,0.6159,8.5757,42.67
Ahmedabad,2022-04-05,68.27,173.6,67.0,29.6,47.4,5300.0,41.38,0,0,0,1,4,2,135.1,147.5,62.64657142857142,68.22,23.37,0.237,0.6061,8.5757,45.48
Ahmedabad,2022-04-06,64.0,163.7,64.4,26.8,46.7,5300.0,36.66,0,0,0,2,4,2,141.15714285714287,173.6,61.68371428571428,68.27,21.09,0.2095,0.5728,8.5757,35.86
Ahmedabad,2022-04-07,72.68,153.8,57.7,30.7,61.1,5300.0,36.7,0,0,0,3,4,2,141.7,163.7,62.05228571428571,64.0,25.92,0.2236,0.505,8.5757,40.81
Ahmedabad,2022-04-08,69.86,126.8,63.3,33.3,48.0,5300.0,46.12,0,0,0,4,4,2,141.3,153.8,61.626571428571424,72.68,26.37,0.1772,0.6602,8.5757,41.74
Ahmedabad,2022-04-09,50.14,98.1,58.8,28.9,60.4,5300.0,23.11,1,0,0,5,4,2,140.1,126.8,61.757999999999996,69.86,24.32,0.0984,0.4609,8.5757,19.77
Ahmedabad,2022-04-10,44.83,115.8,57.6,29.2,32.0,5300.0,21.76,1,0,0,6,4,2,139.9,98.1,62.57142857142857,50.14,21.26,0.1038,0.4854,8.5757,23.24
Ahmedabad,2022-04-11,75.46,136.7,61.1,32.6,30.7,5300.0,43.62,0,0,0,0,4,2,138.35714285714286,115.8,63.605714285714285,44.83,23.56,0.2063,0.5781,8.5757,43.11
Ahmedabad,2022-04-12,72.9,117.5,61.9,23.8,48.0,5300.0,38.13,0,0,0,1,4,2,130.34285714285713,136.7,64.26714285714286,75.46,18.85,0.1713,0.523,8.5757,33.09
Ahmedabad,2022-04-13,71.78,132.2,60.8,33.4,59.0,5300.0,37.94,0,0,0,2,4,2,125.84285714285714,117.5,65.37857142857143,72.9,27.92,0.1898,0.5286,8.5757,43.78
Ahmedabad,2022-04-14,56.54,141.5,57.7,28.7,54.0,5300.0,41.25,0,0,0,3,4,2,124.08571428571427,132.2,63.07285714285714,71.78,23.42,0.16,0.7296,8.5757,24.95
Ahmedabad,2022-04-15,79.94,140.8,57.1,26.3,59.6,5300.0,41.15,0,0,0,4,4,2,126.08571428571429,141.5,64.51285714285714,56.54,22.05,0.2251,0.5148,8.5757,37.47
Ahmedabad,2022-04-16,57.27,122.9,58.3,29.7,42.0,5300.0,25.83,1,0,0,5,4,2,129.62857142857143,140.8,65.53142857142858,79.94,22.81,0.1408,0.451,8.5757,29.35
Ahmedabad,2022-04-17,41.58,119.5,53.2,31.7,64.1,5300.0,20.72,1,0,0,6,4,2,130.15714285714287,122.9,65.06714285714285,57.27,27.15,0.0994,0.4983,8.5757,21.32
Ahmedabad,2022-04-18,72.69,126.8,65.3,29.4,61.4,5300.0,38.7,0,0,0,0,4,2,128.74285714285713,119.5,64.67142857142856,41.58,24.86,0.1843,0.5324,8.5757,43.09
Ahmedabad,2022-04-19,63.15,126.7,60.6,27.4,63.4,5300.0,38.38,0,0,0,1,4,2,130.05714285714285,126.8,63.278571428571425,72.69,23.39,0.16,0.6078,8.5757,31.05
Ahmedabad,2022-04-20,57.4,115.6,57.7,32.6,60.7,5300.0,38.425,0,0,0,2,4,2,127.6857142857143,126.7,61.22428571428571,63.15,27.48,0.1327,0.6694,8.5757,29.57
Ahmedabad,2022-04-21,63.98,163.9,61.4,29.8,32.5,5300.0,38.47,0,0,0,3,4,2,130.8857142857143,115.6,62.287142857142854,57.4,21.75,0.2097,0.6013,8.5757,37.01
Ahmedabad,2022-04-22,70.5,135.2,71.4,26.0,63.4,5300.0,41.64,0,0,0,4,4,2,130.08571428571426,163.9,60.93857142857142,63.98,22.19,0.1906,0.5906,8.5757,41.11
Ahmedabad,2022-04-23,47.03,111.1,56.3,26.2,40.2,5300.0,22.49,1,0,0,5,4,2,128.4,135.2,59.47571428571428,70.5,19.93,0.1045,0.4782,8.5757,18.3
Ahmedabad,2022-04-24,39.136,99.7,59.3,31.1,64.3,5300.0,25.55,1,0,0,6,4,2,125.57142857142857,111.1,59.12657142857143,47.03,26.66,0.078,0.6529,8.5757,20.84
Ahmedabad,2022-04-25,67.41,182.6,63.7,26.8,47.5,5300.0,40.63,0,0,0,0,4,2,133.54285714285714,99.7,58.37228571428572,39.136,21.17,0.2462,0.6027,8.5757,40.74
Ahmedabad,2022-04-26,67.94,155.35,57.4,34.6,33.4,5300.0,39.91,0,0,0,1,4,2,137.63571428571427,182.6,59.05657142857143,67.41,25.38,0.2111,0.5874,8.5757,43.69
Ahmedabad,2022-04-27,69.44999999999999,128.1,68.8,30.4,47.9,5300.0,40.87,0,0,0,2,4,2,139.42142857142855,155.35,60.778,67.94,24.06,0.1779,0.5885,8.5757,41.81
Ahmedabad,2022-04-28,70.96,141.7,62.0,28.2,42.6,5300.0,38.04,0,0,0,3,4,2,136.25,128.1,61.77514285714285,69.44999999999999,21.73,0.2011,0.5361,8.5757,38.44
Ahmedabad,2022-04-29,77.15,144.7,57.8,28.1,63.0,5300.0,43.38,0,0,0,4,4,2,137.60714285714283,141.7,62.72514285714285,70.96,23.94,0.2233,0.5623,8.5757,36.1
Ahmedabad,2022-04-30,61.91,130.3,54.7,30.3,40.3,5300.0,21.24,1,0,0,5,4,2,140.35,144.7,64.85085714285714,77.15,23.06,0.1613,0.3431,8.5757,33.11
Ahmedabad,2022-05-01,50.32,144.0,55.9,37.9,39.5,5300.0,19.5,1,0,0,6,5,2,146.67857142857142,130.3,66.44857142857141,61.91,28.73,0.1449,0.3875,8.5757,39.3
Ahmedabad,2022-05-02,72.72,143.2,66.0,32.6,45.3,5300.0,38.07,0,0,0,0,5,2,141.05,144.0,67.20714285714286,50.32,25.47,0.2083,0.5235,8.5757,46.74
Ahmedabad,2022-05-03,64.63,117.9,69.75,33.5,57.8,5300.0,34.85,0,0,0,1,5,2,135.7,143.2,66.73428571428572,72.72,27.85,0.1524,0.5392,8.5757,44.54
Ahmedabad,2022-05-04,69.6,130.8,73.5,35.0,35.5,5300.0,37.55,0,0,0,2,5,2,136.0857142857143,117.9,66.75571428571428,64.63,25.97,0.1821,0.5395,8.5757,53.24
Ahmedabad,2022-05-05,69.78,140.0,59.3,33.6,38.2,5300.0,37.86,0,0,0,3,5,2,135.84285714285716,130.8,66.58714285714287,69.6,25.29,0.1954,0.5426,8.5757,44.54
Ahmedabad,2022-05-06,61.5,168.5,65.4,30.7,61.6,5300.0,38.17,0,0,0,4,5,2,139.24285714285716,140.0,64.35142857142857,69.78,25.98,0.2073,0.6207,8.5757,40.59
Ahmedabad,2022-05-07,53.22,92.1,52.8,34.3,51.1,5300.0,21.89,1,0,0,5,5,2,133.78571428571428,168.5,63.11,61.5,27.59,0.098,0.4113,8.5757,27.21
Ahmedabad,2022-05-08,39.136,134.2,56.2,32.6,32.3,5300.0,20.99,1,0,0,6,5,2,132.3857142857143,92.1,61.51228571428572,53.22,23.77,0.105,0.5363,8.5757,26.59
Ahmedabad,2022-05-09,70.07,137.9,64.5,33.4,55.3,5300.0,39.72,0,0,0,0,5,2,131.62857142857143,134.2,61.133714285714284,39.136,27.43,0.1933,0.5669,8.5757,44.53
Ahmedabad,2022-05-10,71.02,148.6,58.5,38.3,58.9,5300.0,38.53,0,0,0,1,5,2,136.0142857142857,137.9,62.046571428571426,70.07,32.0,0.2111,0.5425,8.5757,51.63
Ahmedabad,2022-05-11,66.44,133.3,69.0,33.6,39.1,5300.0,35.87,0,0,0,2,5,2,136.37142857142857,148.6,61.595142857142854,71.02,25.42,0.1771,0.5399,8.5757,45.14
Ahmedabad,2022-05-12,66.88,121.4,64.7,28.9,37.1,5300.0,38.24,0,0,0,3,5,2,133.71428571428572,133.3,61.180857142857135,66.44,21.63,0.1624,0.5718,8.5757,35.91
Ahmedabad,2022-05-13,72.69,147.2,61.7,33.3,30.3,5300.0,39.14,0,0,0,4,5,2,130.67142857142855,121.4,62.77942857142857,66.88,24.02,0.214,0.5385,8.5757,43.38
Ahmedabad,2022-05-14,44.41,125.4,58.4,33.9,40.1,5300.0,24.9,1,0,0,5,5,2,135.42857142857142,147.2,61.520857142857146,72.69,25.78,0.1114,0.5607,8.5757,25.78
